instnm,mean_completions,mean_airea_completions,mean_students_enrolled,rural,tribal,cz_label,pct_airea_completions
Ulster County Community College,447.35714285714283,35.714285714285715,3402.714285714286,1,2,"Poughkeepsie, NY",0.07983394539358135
Umpqua Community College,460.92857142857144,37.5,2402.714285714286,1,2,"Roseburg, OR",0.08135750813575081
University of Arkansas Community College Rich Mountain,260.42857142857144,30.642857142857142,897.9285714285714,1,2,"Idabel, OK & De Queen, AR & Mena, AR",0.1176631925397696
University of Arkansas Community College-Batesville,460.42857142857144,49,1325.357142857143,1,2,"Batesville, AR",0.10642258765125659
University of Arkansas Community College-Morrilton,797.5714285714286,199.35714285714283,2048.0714285714284,1,2,"Little Rock, AR",0.24995522120723623
University of Arkansas Hope-Texarkana,548,112.92857142857143,1396.857142857143,1,2,"Hot Springs, AR",0.2060740354535975
University of Arkansas-Pulaski Technical College,2059.5714285714284,196.78571428571428,7344,0,2,"Little Rock, AR",0.09554692377054866
University of Hawaii Maui College,561.8571428571429,32.35714285714286,3447.214285714286,1,2,"Kahului, HI & Kihei, HI",0.057589626239511825
University of New Mexico-Gallup Campus,258.7142857142857,34.357142857142854,2400.214285714286,1,2,"Gallup, NM",0.13279955825510767
University of New Mexico-Los Alamos Campus,66.14285714285714,10.714285714285714,824.7142857142857,1,2,"Albuquerque, NM",0.16198704103671707
University of New Mexico-Taos Campus,107.07142857142857,20.78571428571429,1404.142857142857,1,2,"Taos, NM",0.19412941961307542
University of New Mexico-Valencia County Campus,191.07142857142858,25.785714285714285,2061.285714285714,1,2,"Albuquerque, NM",0.13495327102803736
University of Wisconsin Colleges,1629.125,0,13455.375,0,2,"Madison, WI",0
Valencia College,11412.57142857143,271.92857142857144,43987.71428571428,0,2,"Orlando, FL",0.023827107951131583
Vance-Granville Community College,626.5714285714286,80.42857142857142,3437.214285714286,1,2,"Raleigh, NC",0.12836297309621522
Ventura College,2799.7857142857147,396.92857142857144,12558.07142857143,0,2,"Los Angeles, CA",0.14177105390718675
Vermilion Community College,164,90.5,682.1666666666666,1,2,"Duluth, MN",0.551829268292683
Vernon College,638,62.714285714285715,2855.214285714286,1,2,"Vernon, TX",0.09829825347066727
Victor Valley College,1662.5714285714287,433.07142857142856,12123.714285714286,0,2,"Los Angeles, CA",0.26048290084206904
Victoria College,611.5714285714286,125.71428571428571,3883.714285714286,0,2,"Victoria, TX",0.20555944872693296
Vincennes University,2532.5,534,17695.928571428572,1,2,"Vincennes, IN",0.2108588351431392
Virginia Highlands Community College,559.1428571428571,92.57142857142857,2417.4285714285716,1,2,"Johnson City, TN",0.1655595298926929
Virginia Peninsula Community College,1387,252,8587.642857142857,0,2,"Newport News, VA",0.18168709444844988
Virginia Western Community College,1001.7142857142857,220.28571428571428,7321.857142857143,0,2,"Roanoke, VA",0.21990872789503707
Volunteer State Community College,1379.2142857142858,7.428571428571428,8241.285714285714,1,2,"Nashville, TN",0.005386089388368118
Wabash Valley College,294.7857142857143,133.07142857142858,3364.7142857142853,1,2,"Evansville, IN",0.45141749454809793
Wake Technical Community College,3990.2857142857147,482.71428571428567,20978.928571428572,0,2,"Raleigh, NC",0.12097236144923383
Walla Walla Community College,1491.142857142857,499.64285714285717,4131.642857142857,1,2,"Kennewick, WA",0.3350737689212493
Walters State Community College,1479.7857142857142,36.07142857142857,6095.928571428572,0,2,"Morristown, TN",0.024376116233045326
Warren County Community College,230.85714285714286,18.214285714285715,2922.214285714286,1,2,"Newark, NJ & Jersey City, NJ",0.07889851485148515
Washington County Community College,129.57142857142858,70.71428571428571,466.5,1,2,"Bangor, ME",0.5457552370452039
Washington State Community College,402.5,67.71428571428571,1813.4285714285713,0,2,"Parkersburg, WV",0.16823425022182784
Washtenaw Community College,3216.5,416.2142857142857,12040.642857142857,0,2,"Detroit, MI",0.12939974684106503
Waubonsee Community College,1668.7142857142858,575.0714285714286,9501.785714285714,1,2,"Chicago, IL",0.3446194675113432
Waukesha County Technical College,1616.642857142857,341.07142857142856,8121.071428571428,0,2,"Milwaukee, WI",0.210975124817744
Wayne Community College,988.2857142857143,275.07142857142856,3300.6428571428573,1,2,"Greenville, NC",0.27833188782885226
Wayne County Community College District,2017.4285714285713,233.7142857142857,15727.714285714286,0,2,"Detroit, MI",0.11584761365245716
Weatherford College,1025.0714285714287,14.071428571428571,5690.357142857143,1,2,"Fort Worth, TX",0.01372726639258588
Wenatchee Valley College,1025.2142857142858,139.07142857142858,3329.0714285714284,0,2,"Wenatchee, WA",0.1356510833971992
West Georgia Technical College,1953.4285714285713,580.4285714285714,6795.142857142857,1,2,"Anniston, AL",0.2971332455755449
West Kentucky Community and Technical College,2259.3571428571427,644.6428571428571,6138.642857142857,1,2,"Paducah, KY",0.2853213619550441
West Los Angeles College,1320.7857142857142,113.35714285714286,10923.357142857143,0,2,"Los Angeles, CA",0.08582553674760696
West Shore Community College,207.85714285714286,12.571428571428571,1231.7857142857142,1,2,"Ludington, MI & Manistee, MI",0.06048109965635739
West Valley College,1069.857142857143,82.85714285714286,8606.642857142857,0,2,"San Jose, CA",0.07744692215249033
West Virginia Northern Community College,381.7142857142857,29.142857142857142,1859.8571428571427,0,2,"Wheeling, WV",0.07634730538922155
Western Dakota Technical College,345.2857142857143,104.07142857142857,1082.7142857142858,1,2,"Rapid City, SD",0.3014067025237898
Western Iowa Tech Community College,1489.5714285714287,242,5899.285714285715,0,2,"Sioux City, IA",0.16246283686582907
Western Nebraska Community College,298.85714285714283,52.857142857142854,1812.857142857143,1,2,"Cheyenne, WY",0.17686424474187382
Western Nevada College,721.7857142857143,158.71428571428572,3889.285714285714,1,2,"Reno, NV",0.2198911429985156
Western Oklahoma State College,276,2.7857142857142856,2148.9285714285716,1,2,"Altus, OK",0.010093167701863354
Western Piedmont Community College,482.35714285714283,52.28571428571429,2094,0,2,"Hickory, NC",0.10839626832518882
Western Technical College,1358.7142857142858,247.21428571428572,4327.714285714285,0,2,"La Crosse, WI",0.18194721900956787
Western Texas College,330.35714285714283,112.35714285714286,2041.0714285714287,1,2,"Snyder, TX",0.34010810810810815
Western Wyoming Community College,456,112.57142857142857,3213.5,1,2,"Rock Springs, WY",0.24686716791979949
Westmoreland County Community College,807.9285714285714,112.42857142857143,5377.428571428572,0,2,"Pittsburgh, PA",0.1391565732472814
Wharton County Junior College,866.4285714285714,188.85714285714286,6702.5,1,2,"Houston, TX",0.2179719703215169
Whatcom Community College,1072.7857142857142,15.928571428571429,4143.357142857143,1,2,"Seattle, WA",0.014847859378121048
White Mountains Community College,195.07142857142858,58.5,768.5,1,2,"Lebanon, NH & Claremont, NH",0.2998901501281582
Wichita State University-Campus of Applied Sciences and Technology,1186.642857142857,584,3861.1428571428573,1,2,"Wichita, KS",0.4921447059531692
Wilkes Community College,686.5,159.42857142857142,2581.4285714285716,1,2,"Winston-Salem, NC",0.23223389865778793
William Rainey Harper College,3459.5714285714284,476.07142857142856,13979.07142857143,0,2,"Chicago, IL",0.1376099434281703
Williamsburg Technical College,125.71428571428571,20.71428571428571,686.2857142857143,1,2,"Myrtle Beach, SC",0.16477272727272727
Williston State College,268.07142857142856,31.928571428571427,975.6428571428571,1,2,"Williston, ND",0.11910471622701839
Wilson Community College,347.7142857142857,37.92857142857143,1848.5714285714287,1,2,"Rocky Mount, NC & Wilson, NC",0.1090797041906327
Windward Community College,280.42857142857144,18.142857142857142,2568.214285714286,1,2,"Honolulu, HI",0.06469689251146205
Wiregrass Georgia Technical College,1499.142857142857,406.2857142857143,4168.571428571428,0,2,"Valdosta, GA",0.27101200686106347
Woodland Community College,476.57142857142867,77.85714285714285,3283,1,2,"Sacramento, CA",0.16336930455635487
Wor-Wic Community College,489.42857142857144,12.571428571428573,3137.6428571428573,1,2,"Dover, DE",0.025685931115002923
Wytheville Community College,771,51.28571428571429,2872.5,1,2,"Wytheville, VA & Galax, VA",0.06651843616824163
Yakima Valley College,1171.4285714285713,35.42857142857143,4045.785714285714,0,2,"Yakima, WA",0.030243902439024393
Yavapai College,1281.5,117.64285714285715,7507.428571428572,0,2,"Prescott Valley, AZ & Flagstaff, AZ",0.09180090295970125
York County Community College,191.71428571428572,24.857142857142858,1642.2857142857142,1,2,"Portland, ME",0.12965722801788376
York Technical College,873.4285714285714,197.42857142857142,4750.214285714285,0,2,"Charlotte, NC",0.22603859993457637
Yuba College,1087.7857142857142,218.92857142857142,6253.785714285715,0,2,"Sacramento, CA",0.2012607525116554
Zane State College,454.64285714285717,81.07142857142857,2660.5714285714284,1,2,"Parkersburg, WV",0.17831893165750196
